Id,Exec,State,Variable,Link,DAG,Entities,Events,GAPS,Parsing,Write,Total
0,seq,865.370198011398,216.413027048111,9.18765687942505,68.6217224597931,3.0263078212738,87.6044149398804,68.404132604599,1318.78343510628,162.4662296772,1481.26955795288
1,seq,877.488569736481,211.827816724777,8.6306619644165,69.1460988521576,3.60123991966248,91.2150869369507,73.9512553215027,1336.27841329575,158.337091207504,1494.63540267944
2,seq,876.865879058838,210.213849544525,8.62295126914978,69.1692640781403,3.88338589668274,90.4882874488831,73.4596893787384,1332.85744428635,160.518453836441,1493.3958876133
3,seq,861.578848838806,212.910889863968,8.98846745491028,70.8892409801483,2.74899911880493,93.3751647472382,68.0294418334961,1318.67600107193,164.148580789566,1482.84512019157
4,seq,868.185971021652,211.477184295654,8.62319159507751,67.1087155342102,2.96601533889771,90.3025064468384,73.3330085277557,1322.16663122177,165.435834407806,1487.62246918678
5,seq,881.987118244171,209.975573539734,8.67692971229553,68.9273862838745,3.12608742713928,90.2996706962585,73.3367490768433,1336.48319530487,158.520034313202,1495.02337861061
6,seq,862.692183256149,207.023510456085,9.41630673408508,69.7399322986603,3.33227181434631,87.5230665206909,72.6541152000427,1312.54160952568,159.572174072266,1472.13397479057
7,seq,877.982959032059,213.642062425613,8.6770932674408,68.9637639522552,3.625079870224,91.561553478241,75.7303831577301,1340.33717489243,162.482476472855,1502.83963823318
8,seq,877.814064502716,211.629310131073,8.67146372795105,67.6029751300812,2.83573603630066,91.2024054527283,73.5024824142456,1333.41274094582,163.736658096313,1497.1693110466
9,seq,866.344786405563,212.17838716507,8.61822557449341,67.3320620059967,3.06104969978333,90.1157131195068,72.62837266922,1320.43268013,161.888110637665,1482.34075856209
10,seq,879.002791166306,209.544799804688,9.32703542709351,68.9383928775787,3.30622339248657,87.8819184303284,67.9850966930389,1326.14393591881,163.002513885498,1489.16677546501
11,seq,874.238699436188,213.001418590546,8.79062628746033,68.5767095088959,3.14552640914917,89.2270486354828,68.9552946090698,1326.09074425697,167.289509296417,1493.40034294128
12,seq,865.988353967667,206.524483203888,9.19824600219727,69.1554152965546,3.28064322471619,88.5130841732025,70.8472292423248,1313.66441297531,166.495144605637,1480.17987847328
13,seq,882.816620349884,212.516321897507,9.32378649711609,70.7599658966064,2.68862056732178,88.585661649704,68.3973095417023,1335.26692938805,165.381352186203,1500.66857242584
14,seq,879.739045143127,212.369714021683,8.89867329597473,69.2516696453094,3.13674974441528,89.1186163425446,63.8272943496704,1326.4953110218,157.393519163132,1483.9087498188
15,seq,881.478221178055,211.021208286285,9.4221556186676,68.149421453476,3.22717571258545,88.7449221611023,77.3998222351074,1339.59980225563,162.847814559937,1502.46778535843
16,seq,873.81689286232,206.483667373657,9.34709525108337,71.4892716407776,2.95224332809448,88.910530090332,70.5047693252563,1323.66160488129,164.311265468597,1487.99282002449
17,seq,860.850288152695,206.699358463287,9.4340512752533,68.8182590007782,3.32253313064575,87.9374907016754,72.3568587303162,1309.5774834156,160.054545640945,1469.65217280388
18,seq,879.3301820755,212.668469429016,8.66385793685913,69.0568494796753,2.69987154006958,90.0238122940063,73.0943448543549,1335.69040393829,161.368453264236,1497.07882332802
19,seq,857.585675001144,211.876690149307,8.64670395851135,70.2780222892761,2.78828358650208,91.3681313991547,72.6931967735291,1315.39033865929,156.891921520233,1472.30220651627
20,seq,886.488144397736,212.315633773804,9.31298780441284,68.0384230613708,3.23715424537659,88.5571217536926,64.0150737762451,1332.12438201904,165.510390758514,1497.65502214432
21,seq,878.03280043602,210.659472942352,9.26316356658936,70.6328773498535,2.92635655403137,89.1853988170624,70.7973318099976,1331.65735673904,161.325709819794,1493.00345420837
22,seq,857.428443193436,212.863718748093,8.66562962532043,69.5125489234924,2.75453591346741,91.2575476169586,73.5698986053467,1316.20870375633,158.368312835693,1474.59702420235
23,seq,859.256664514542,207.966955423355,8.74101710319519,68.6034369468689,2.86155438423157,88.2970366477966,70.1938290596008,1306.07624459267,164.457116365433,1470.55362129211
24,seq,863.721612215042,212.793370485306,8.61972761154175,67.0997879505157,2.74987554550171,90.2745711803436,72.6826884746552,1318.09519481659,161.98202252388,1480.09689164162
25,seq,881.459959506989,205.140401601791,9.20532989501953,71.5909624099731,3.14676332473755,87.6641981601715,70.1407766342163,1328.50340557098,167.074062347412,1495.59794664383
26,seq,875.524040460587,209.152094602585,8.67835927009583,70.3192739486694,2.75117921829224,91.0075209140778,72.8778550624847,1330.46446967125,159.109385490417,1489.59383702278
27,seq,882.866181373596,210.157621622086,8.87389278411865,73.3338069915771,3.32081937789917,91.9729840755463,79.0034351348877,1349.6923532486,163.064173698425,1512.77680873871
28,seq,878.67059969902,211.73117017746,8.64122200012207,66.6694321632385,2.88668179512024,90.1716513633728,72.7676138877869,1331.69411253929,161.914494514465,1493.62867593765
29,seq,884.855181217194,210.46554350853,8.87765979766846,66.6375653743744,2.98342895507812,93.8855893611908,68.368593454361,1336.22830891609,160.784653425217,1497.03339147568
0,d1node,221.218925476074,13.6009383201599,4.57564449310303,9.69228100776672,2.37373542785645,43.7633461952209,153.09085893631,480.843902826309,219.668836832047,707.755465269089
1,d1node,215.853129386902,25.8233840465546,4.69419002532959,10.4872951507568,2.40820074081421,43.9510600566864,152.600472688675,492.269960641861,206.947035074234,707.399586439133
2,d1node,218.178245306015,20.8898482322693,4.43940377235413,10.0279309749603,2.33810615539551,42.9901418685913,153.732090950012,486.885689973831,209.203798532486,707.99876666069
3,d1node,215.263473510742,20.637136220932,4.29991960525513,10.2577505111694,2.32340931892395,43.6386563777924,156.905339717865,485.788713216782,225.549303531647,723.803631067276
4,d1node,217.745572805405,24.1789121627808,4.91150760650635,10.7305679321289,2.39440560340881,42.7060298919678,154.795124530792,491.679226875305,214.931673526764,721.086266040802
5,d1node,216.377312898636,23.3887894153595,4.30102443695068,9.90905690193176,2.41674757003784,42.0548701286316,152.037483453751,484.377402544022,206.566971302032,706.869408369064
6,d1node,218.40531039238,20.1957972049713,4.71255946159363,9.89708852767944,2.42447018623352,41.8141937255859,157.421815156937,488.644037008286,202.692754983902,707.061887741089
7,d1node,217.133228540421,20.6671361923218,4.78757214546204,9.98591709136963,2.44897246360779,42.8752911090851,152.742630004883,484.607796907425,201.060045719147,699.301376104355
8,d1node,213.93879032135,18.7662806510925,4.48661756515503,10.1177277565002,2.2153639793396,42.3079633712769,152.840497255325,477.253717422485,206.466813564301,695.449934482574
9,d1node,217.475628852844,15.5944058895111,4.45016098022461,10.0133278369904,2.4661328792572,42.5233130455017,155.313342571259,481.676411390305,231.593721389771,725.338423490524
10,d1node,215.885412454605,25.3153913021088,4.85886836051941,10.2349882125854,2.43251633644104,43.1110346317291,153.546970129013,488.281639575958,210.045416355133,713.404129743576
11,d1node,213.956425666809,21.0032479763031,4.43461298942566,9.89845681190491,2.40332341194153,42.2944874763489,154.009523391724,480.369914054871,202.452573537827,694.300534009933
12,d1node,218.917311906815,20.7448372840881,4.5054452419281,10.3360385894775,2.40978932380676,43.5395028591156,155.036170005798,488.218423128128,203.54415512085,704.980295419693
13,d1node,215.472591161728,20.6234591007233,4.53266429901123,10.4826331138611,2.40370106697083,42.5784847736359,153.882085323334,483.819965600967,204.069938659668,700.924213886261
14,d1node,217.515211343765,21.885201215744,4.61783123016357,10.1877031326294,2.45114612579346,41.3657855987549,152.675167798996,483.809581279755,207.93679022789,704.98263001442
15,d1node,215.308659315109,21.34121966362,4.55542683601379,9.79202055931091,2.36965346336365,42.3495419025421,153.194940328598,482.758482217789,205.199832439423,703.596129417419
16,d1node,215.176534414291,19.6073548793793,4.67031049728394,9.66463255882263,2.36223459243774,42.9888949394226,153.589801549911,481.359932184219,204.988879442215,700.612052679062
17,d1node,219.486839532852,20.1234972476959,4.36768674850464,9.67897653579712,2.57074117660522,41.8662919998169,155.00230884552,486.001348733902,203.670436859131,702.27996134758
18,d1node,215.510566711426,19.1807460784912,4.42827486991882,9.98208832740784,2.4819598197937,41.8305511474609,154.525252103806,480.69052362442,207.10064125061,700.121155023575
19,d1node,214.105489969254,24.3161499500275,4.84260106086731,9.71894907951355,2.60308122634888,42.3650300502777,154.033930778503,488.634487390518,204.47306227684,708.396353244781
20,d1node,215.459766387939,21.2329609394073,4.57734799385071,10.3218495845795,2.33862209320068,42.1011312007904,154.357942581177,484.215533733368,199.670972108841,695.063222646713
21,d1node,210.05396771431,21.5870263576508,4.74736714363098,10.2347719669342,2.2185697555542,42.2355017662048,152.785795450211,476.356526374817,201.654782056808,685.541549682617
22,d1node,214.129040718079,22.0214509963989,4.75533628463745,10.671324968338,2.62901282310486,42.6827838420868,154.616074323654,484.931534051895,202.95760679245,696.164583683014
23,d1node,211.767814159393,22.1538786888123,4.59912824630737,10.301807641983,2.50358629226685,42.1439998149872,153.556701660156,479.935310840607,204.125201463699,697.88130068779
24,d1node,213.770867347717,21.2970232963562,4.52427744865417,10.4253051280975,2.34801745414734,42.7087302207947,154.159436225891,481.990021944046,309.668870925903,801.938928604126
25,d1node,214.622370004654,23.5495748519897,4.68232297897339,9.88976860046387,2.40715384483337,43.5643618106842,154.653076648712,490.231685638428,202.622372865677,707.930795669556
26,d1node,217.444414138794,21.924329996109,4.74183416366577,10.011111497879,2.79255390167236,44.1782276630402,153.765252351761,487.191670179367,199.765869379044,700.55034327507
0,d2node,144.291087865829,8.96795964241028,3.79808330535889,7.63944363594055,2.35511612892151,23.504860162735,109.997164726257,326.003629684448,126.540589094162,460.625325202942
1,d2node,140.64849615097,9.91051435470581,3.94334673881531,7.49890756607056,2.37988996505737,22.7842471599579,111.365946769714,324.892390489578,124.299417495728,460.296043872833
2,d2node,142.833616733551,8.54500246047974,3.74047541618347,7.86797332763672,2.17775440216064,22.3042938709259,108.691656827927,323.011746168137,127.246623277664,460.41290974617
3,d2node,139.7057492733,8.76999998092651,3.94816160202026,7.22013664245605,2.3065013885498,22.2738296985626,111.004386425018,323.163963794708,125.834110498428,456.874057769775
4,d2node,141.527425289154,10.1540343761444,3.58394694328308,7.48652410507202,2.17691040039062,22.2976446151733,110.225846290588,323.810917139053,123.381389141083,455.299471855164
5,d2node,141.627463579178,9.65312623977661,3.653733253479,7.47523164749146,2.2554988861084,22.8073835372925,110.396193504333,323.586673021317,127.172985315323,460.775936841965
6,d2node,141.574825286865,10.5971879959106,3.82331919670105,7.31581020355225,2.26806020736694,22.2170171737671,110.742814064026,324.075568914413,123.939973115921,458.204954862595
7,d2node,143.486426115036,9.34026074409485,3.78666973114014,7.67522740364075,2.33615875244141,22.7700204849243,108.500884056091,324.457278013229,126.272903442383,457.904985427856
8,d2node,141.505227804184,9.68805027008057,3.79565691947937,7.5324535369873,2.29372239112854,22.6681952476501,110.427050352097,324.993027925491,124.362305879593,457.186523199081
9,d2node,141.931122779846,10.6976671218872,3.7710165977478,7.97864842414856,2.20251822471619,22.4248397350311,111.235199451447,327.00363445282,125.805891036987,462.912958860397
10,d2node,142.916545152664,11.7087690830231,3.71570611000061,7.66174125671387,2.28993201255798,22.241842508316,111.42901134491,328.977613925934,124.164079427719,460.622205495834
11,d2node,144.257674217224,12.1306879520416,3.75672030448914,7.52951383590698,2.32506203651428,22.2578642368317,111.467098474503,330.107127428055,126.361564159393,466.334724903107
12,d2node,144.228020191193,11.3821229934692,3.73590397834778,7.90810370445251,2.36864686012268,22.7821571826935,109.341222524643,328.175757884979,123.795170783997,460.906014442444
13,d2node,140.959321022034,10.8478817939758,3.84072709083557,7.73679757118225,2.44328474998474,22.6055653095245,112.292929887772,327.68657875061,125.921565532684,462.866832017899
14,d2node,143.285109758377,12.5088233947754,3.81555604934692,7.55786180496216,2.31550455093384,26.4253363609314,109.94979095459,332.58775806427,123.666233778,465.447773694992
15,d2node,139.337235212326,8.91399741172791,3.90087604522705,7.47603416442871,2.37000942230225,21.9881086349487,110.984334945679,321.562740087509,126.42857503891,455.272855520248
16,d2node,141.343221664429,8.44215130805969,3.97183656692505,7.03271222114563,2.15846085548401,22.8034453392029,111.437183380127,323.983901500702,123.704239845276,456.21698641777
17,d2node,144.33388543129,11.5908718109131,3.99359393119812,8.22258186340332,2.45246601104736,22.2033133506775,110.629102706909,330.790643930435,123.660983800888,463.54357790947
18,d2node,142.25931930542,10.6576282978058,3.67221808433533,7.6616108417511,2.23255324363708,22.1619985103607,111.569164037704,326.579000234604,127.211318254471,461.204962015152
19,d2node,144.102084875107,10.2623751163483,3.98240375518799,7.25035667419434,2.46086359024048,22.3907186985016,109.318331480026,326.04727935791,124.283607244492,461.218840360641
20,d2node,142.247078418732,10.8532292842865,3.92895746231079,7.37904262542725,2.35591602325439,22.5204384326935,111.277461767197,328.100008487701,128.845632076263,464.168441295624
21,d2node,142.48210144043,12.3676171302795,3.98057818412781,7.49373698234558,2.19300508499146,22.350252866745,108.485594511032,326.673214912415,126.957567691803,466.924694061279
22,d2node,143.208870887756,10.6276416778564,4.10791373252869,7.60590410232544,2.38104867935181,22.994485616684,112.753988742828,330.496738910675,124.43918967247,463.729390859604
23,d2node,141.742775678635,11.3574192523956,3.85291433334351,7.63227248191833,2.43446254730225,23.1479771137238,111.529350280762,328.245809793472,123.228464365005,459.062406778336
24,d2node,142.90586066246,10.437567949295,3.98442220687866,7.31712508201599,2.23511934280396,22.1088299751282,111.89782500267,327.410153388977,126.425299406052,461.086934089661
25,d2node,142.421869516373,10.6769576072693,3.78060531616211,7.90158748626709,2.4021999835968,22.3118188381195,112.355993270874,328.427765607834,125.996356010437,463.0153465271
26,d2node,140.553275585175,8.63438367843628,4.07956957817078,7.56164503097534,2.32839345932007,22.9632732868195,111.623979568481,324.893177270889,125.352124929428,457.64631152153
27,d2node,141.773837327957,11.305340051651,3.91727519035339,7.70660328865051,2.33199787139893,22.5631711483002,111.311701536179,328.803037643433,126.438579320908,465.174404382706
28,d2node,138.916559934616,11.7493886947632,3.67901372909546,7.65090870857239,2.32734632492065,22.2106852531433,112.030865430832,325.976202487946,124.863998413086,458.653929710388
0,d3node,120.2566883564,7.31465172767639,3.46061420440674,7.00430822372437,2.3952419757843,16.1558525562286,96.3080084323883,275.75372171402,103.592326402664,386.555946588516
1,d3node,118.792951345444,8.09161281585693,3.49101424217224,6.87893772125244,2.22985458374023,15.9251503944397,94.2537403106689,273.06151676178,104.002806425095,385.726752996445
2,d3node,120.464416265488,8.12744975090027,3.37901091575623,6.90987277030945,2.41768717765808,16.0431244373322,95.7895233631134,274.962213277817,101.583695888519,386.531335830688
3,d3node,117.774148464203,7.57178735733032,3.90969800949097,6.7024884223938,2.2897732257843,15.9105424880981,96.8459322452545,275.182434797287,102.363028049469,386.257721662521
4,d3node,118.564255714417,6.96635723114014,3.67276167869568,6.61719346046448,2.24721693992615,15.9890260696411,95.16783452034,272.106087207794,102.852626085281,383.374153375626
5,d3node,119.274129629135,6.95020151138306,3.37807750701904,6.62533521652222,2.21584582328796,15.7500305175781,95.3383347988129,273.715528249741,102.679688453674,386.735353708267
6,d3node,119.436904907227,6.98929929733276,3.42697262763977,6.93930292129517,2.21095395088196,15.795501947403,95.7984836101532,273.3506731987,103.348254203796,383.785686969757
7,d3node,119.083450317383,8.64474606513977,3.65786027908325,6.78135180473328,2.4984290599823,15.7082588672638,94.9726271629333,274.944857120514,104.073543310165,390.507765293121
8,d3node,119.877704143524,8.07506728172302,3.5208215713501,6.78389859199524,2.28710985183716,15.8442621231079,95.5997321605682,275.384896993637,103.979047775269,387.739862442017
9,d3node,116.268467664719,7.32525682449341,3.30258679389954,7.03331470489502,2.30473113059998,16.1053273677826,94.4692709445953,272.469418764114,102.168731451035,384.378010749817
10,d3node,119.988088607788,7.43243336677551,3.75472545623779,6.36322402954102,2.29147958755493,15.6790728569031,94.6480147838593,272.760602474213,101.42095375061,384.121428728104
11,d3node,118.981983184814,7.09552335739136,3.44406080245972,6.61890983581543,2.30757236480713,16.3847999572754,95.9088885784149,273.508440256119,105.330566644669,385.759552240372
12,d3node,117.83685874939,9.0376455783844,3.75109434127808,6.75609540939331,2.34280800819397,16.0460648536682,93.3676605224609,273.00994849205,101.180509090424,385.162092208862
13,d3node,119.800667047501,8.49849677085876,3.68289875984192,6.41934323310852,2.23570656776428,15.7726027965546,94.3180124759674,275.624980926514,103.012479066849,385.412120103836
14,d3node,119.744851827621,8.05598020553589,3.61631464958191,7.11522197723389,2.35703611373901,16.058333158493,93.7842173576355,275.108020067215,101.619706630707,383.846817016602
15,d3node,118.32558631897,7.72725367546082,3.29457712173462,6.70878577232361,2.30507969856262,16.0985021591187,95.3168129920959,272.357853412628,102.467178583145,381.713845014572
16,d3node,119.816083431244,6.88159513473511,3.79362773895264,6.69031476974487,2.35297131538391,15.4830987453461,95.3431270122528,273.200984239578,104.02580499649,387.094625234604
17,d3node,121.216156244278,7.48903870582581,3.40459632873535,6.65640592575073,2.23254251480103,15.8527340888977,96.0890352725983,276.57196855545,103.03534913063,387.511425733566
18,d3node,122.46179151535,8.20969605445862,3.59491896629333,6.90619826316833,2.38994121551514,15.8660428524017,95.7375717163086,278.467918157578,103.682991266251,392.373513221741
19,d3node,120.849548816681,6.91042613983154,3.56547093391418,6.86017966270447,2.27742886543274,15.7011041641235,96.2624144554138,275.060526132584,102.196452140808,383.950763702393
20,d3node,116.862209796906,7.60848093032837,3.38449716567993,6.9193274974823,2.34271788597107,15.6623556613922,94.6654586791992,270.260854721069,101.875339269638,381.355748653412
21,d3node,118.611493825912,7.0212504863739,3.57676029205322,6.22722673416138,2.22465801239014,15.5535297393799,93.7849996089935,269.871835708618,101.523183107376,377.88387131691
22,d3node,119.33797454834,6.90256595611572,3.62343168258667,6.68009352684021,2.40182948112488,16.0691149234772,95.1587383747101,273.484936714172,101.813911437988,382.64537358284
23,d3node,118.956244945526,6.97530031204224,3.29826688766479,6.84447884559631,2.22536063194275,16.3475558757782,95.1642968654633,273.922878742218,104.380871772766,385.391368150711
24,d3node,116.338661670685,7.51545310020447,3.32562017440796,6.89935564994812,2.27509450912476,15.8599119186401,95.7420945167542,272.126216650009,101.742948532104,387.639578580856
25,d3node,119.103308677673,6.88775229454041,3.31712436676025,6.91085457801819,2.36788463592529,15.8667869567871,95.3613483905792,273.028169393539,102.398795366287,386.770857572556
26,d3node,120.153451442719,6.81611180305481,3.73499631881714,6.4301438331604,2.21526885032654,15.9300439357758,94.4682085514069,273.023945569992,105.866851329803,385.329784393311
27,d3node,120.267720460892,6.74668574333191,3.47379803657532,6.82960534095764,2.30309438705444,15.9370670318604,95.7596273422241,274.886283636093,102.554361581802,386.658355474472
28,d3node,118.416384220123,7.66020202636719,3.65835762023926,6.99144673347473,2.40924406051636,16.2222330570221,95.9649279117584,275.768832445145,102.543960094452,385.60609793663
